county_name,FIPS,state,threshold,total_events,number_of_compound_events,frequency_count_Percentiles_precip,frequency_count_Percentiles_discharge,frequency_count_Percentiles_soil_moisture,frequency_count_surge_percentiles,frequency_count_waveHs_percentiles,compound_loss_property_damage,compound_loss_crop_damage,compound_loss_injuries,compound_loss_fatalities,percentage_CE,loss_percentage_compound_property_damage,loss_percentage_compound_crop_damage,loss_percentage_compound_injuries,loss_percentage_compound_fatalities,number_of_compound_events_sum,percentage_contribution_precip,percentage_contribution_discharge,percentage_contribution_moisture,percentage_contribution_surge,percentage_contribution_waveHs
St__Bernard_Parish,22087,LA,0.95,31,28,25,25,24,10,10,8063387173,209807.71,3.13,0.41,90.32,100,100,100,100,28,89.29,89.29,85.71,35.71,35.71
St__Johns_County,12109,FL,0.95,21,20,20,20,20,1,1,5053528.54,42559955.65,0,0,95.24,99.99,100,0,0,20,100,100,100,5,5
St__Lucie_County,12111,FL,0.95,10,8,7,7,7,1,1,123605321.5,24073466.82,0,0,80,99.96,100,0,0,8,87.5,87.5,87.5,12.5,12.5
St__Marys_County,24037,MD,0.95,15,11,10,9,10,5,5,6524253.24,0,0.11,0,73.33,95.71,0,100,0,11,90.91,81.82,90.91,45.45,45.45
St__Mary_Parish,22101,LA,0.95,32,20,20,17,19,3,3,129548322.3,685495.08,3.13,0.11,62.5,99.27,100,100,100,20,100,85,95,15,15
St__Tammany_Parish,22103,LA,0.95,44,36,31,33,32,9,9,4208565207,209807.71,3.13,1.41,81.82,99.98,100,75.79,100,36,86.11,91.67,88.89,25,25
Stafford_County,51179,VA,0.95,18,14,12,12,13,2,2,8633778.73,1849992.47,0.41,1.12,77.78,99.82,100,100,100,14,85.71,85.71,92.86,14.29,14.29
Strafford_County,33017,NH,0.95,21,18,18,16,18,0,0,9634156.08,12673.84,0,0,85.71,97.42,100,0,0,18,100,88.89,100,0,0
Suffolk_County,25025,MA,0.95,52,37,32,21,18,25,26,68741020.32,347363.84,0.07,1,71.15,98.75,100,100,100,37,86.49,56.76,48.65,67.57,70.27
Suffolk_County,36103,NY,0.95,21,19,16,16,16,9,10,135972959.3,5938.73,9.67,1.13,90.48,99.45,100,100,83.09,19,84.21,84.21,84.21,47.37,52.63
Suffolk_city,51800,VA,0.95,20,19,14,13,14,8,8,3537899.82,0,0,1,95,100,0,0,100,19,73.68,68.42,73.68,42.11,42.11
Surry_County,51181,VA,0.95,12,11,11,9,9,3,2,3127179.07,964116.37,0.41,0.12,91.67,99.97,100,100,100,11,100,81.82,81.82,27.27,18.18
Sussex_County,10005,DE,0.95,31,24,22,20,20,13,13,89414190.19,0,3.5,0,77.42,97.78,0,100,0,24,91.67,83.33,83.33,54.17,54.17
Talbot_County,24041,MD,0.95,12,9,8,7,8,4,4,10482817.47,0,0.11,0,75,94.18,0,100,0,9,88.89,77.78,88.89,44.44,44.44
Taylor_County,12123,FL,0.95,15,15,14,9,13,9,8,46675974.06,0,0,0,100,100,0,0,0,15,93.33,60,86.67,60,53.33
Terrebonne_Parish,22109,LA,0.95,33,31,26,30,26,13,13,411144894.5,400082.66,3.13,0.41,93.94,99.81,100,100,29.08,31,83.87,96.77,83.87,41.94,41.94
Tyrrell_County,37177,NC,0.95,8,7,6,6,6,3,3,46208737.87,200897.27,0,0.14,87.5,100,100,0,100,7,85.71,85.71,85.71,42.86,42.86
Union_County,34039,NJ,0.95,9,7,7,7,7,1,1,21867918.81,0,0,0,77.78,89.25,0,0,0,7,100,100,100,14.29,14.29
Vermilion_Parish,22113,LA,0.95,28,25,24,22,22,3,2,190684261.2,1782347.04,3.13,0.36,89.29,99.83,100,100,100,25,96,88,88,12,8
Virginia_Beach_city,51810,VA,0.95,26,22,19,17,16,12,12,35328409.66,0,0,0,84.62,99.66,0,0,0,22,86.36,77.27,72.73,54.55,54.55
Volusia_County,12127,FL,0.95,14,12,12,11,11,1,1,118724008,0,0,0,85.71,99.78,0,0,0,12,100,91.67,91.67,8.33,8.33
Wakulla_County,12129,FL,0.95,25,24,19,19,20,16,14,163949060.9,0,0,0,96,99.99,0,0,0,24,79.17,79.17,83.33,66.67,58.33
Waldo_County,23027,ME,0.95,62,59,58,56,58,2,2,104821501.7,8563.64,0,0,95.16,93.11,52.97,0,0,59,98.31,94.92,98.31,3.39,3.39
Walton_County,12131,FL,0.95,31,30,28,27,30,1,1,87088000.48,728616.97,0,1,96.77,99.98,100,0,100,30,93.33,90,100,3.33,3.33
Washington_County,23029,ME,0.95,8,6,5,6,6,0,0,9862803.91,7604.29,0,0,75,56.23,50,0,0,6,83.33,100,100,0,0
Washington_County,37187,NC,0.95,9,8,7,8,8,0,0,2435272.03,1389374,0,5.14,88.89,99.72,100,0,100,8,87.5,100,100,0,0
Washington_County,44009,RI,0.95,33,29,29,20,26,11,11,39821702.33,0,0,0,87.88,99.9,0,0,0,29,100,68.97,89.66,37.93,37.93
Westchester_County,36119,NY,0.95,11,9,8,8,8,2,2,31356723.02,5938.73,8.99,2.28,81.82,100,100,81.8,96.61,9,88.89,88.89,88.89,22.22,22.22
Westmoreland_County,51193,VA,0.95,9,8,8,7,8,5,5,12847431.92,85555.2,0.41,0.12,88.89,99.99,100,100,100,8,100,87.5,100,62.5,62.5
Wicomico_County,24045,MD,0.95,11,11,8,4,8,5,5,4497322.02,0,3.5,0,100,100,0,100,0,11,72.73,36.36,72.73,45.45,45.45
Willacy_County,48489,TX,0.95,29,25,23,24,19,1,1,37982541.89,120618366.4,0,0,86.21,97.33,99.9,0,0,25,92,96,76,4,4
Williamsburg_city,51830,VA,0.95,12,11,10,11,11,11,9,1605976.19,0,0,0,91.67,99.89,0,0,0,11,90.91,100,100,100,81.82
Worcester_County,24047,MD,0.95,21,19,14,11,12,13,13,17796352.89,0,8.61,0,90.48,99.95,0,100,0,19,73.68,57.89,63.16,68.42,68.42
York_County,23031,ME,0.95,94,85,70,57,61,29,31,116025615.5,16167.93,0,2,90.43,99.89,100,0,100,85,82.35,67.06,71.76,34.12,36.47
York_County,51199,VA,0.95,21,20,18,20,20,4,3,24732920.73,0,0.41,0.12,95.24,99.99,0,100,100,20,90,100,100,20,15
