county_name,FIPS,state,threshold,total_events,total_loss_property_damage,total_loss_crop_damage,total_loss_injuries,total_loss_fatalities,number_of_compound_events,frequency_count_Percentiles_precip,frequency_count_Percentiles_discharge,frequency_count_Percentiles_soil_moisture,frequency_count_surge_percentiles,frequency_count_waveHs_percentiles,compound_loss_property_damage,compound_loss_crop_damage,compound_loss_injuries,compound_loss_fatalities,percentage_CE,loss_percentage_compound_property_damage,loss_percentage_compound_crop_damage,loss_percentage_compound_injuries,loss_percentage_compound_fatalities,number_of_compound_events_sum,percentage_contribution_precip,percentage_contribution_discharge,percentage_contribution_moisture,percentage_contribution_surge,percentage_contribution_waveHs
Liberty_County,13179,GA,0.9,5.0,3127090.0,4371.7,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3084961.43,4371.7,0.0,0.0,60.0,98.65,100.0,0.0,0.0,3.0,100.0,100.0,100.0,0.0,0.0
Lincoln_County,23015,ME,0.9,38.0,113328994.45,16167.93,0.0,0.0,37.0,35.0,35.0,35.0,12.0,12.0,113255102.32,16167.93,0.0,0.0,97.37,99.93,100.0,0.0,0.0,37.0,94.59,94.59,94.59,32.43,32.43
Manatee_County,12081,FL,0.9,49.0,42495632.55,2775746.76,0.0,3.57,45.0,44.0,44.0,43.0,12.0,11.0,36225235.15,2775746.76,0.0,3.57,91.84,85.24,100.0,0.0,100.0,45.0,97.78,97.78,95.56,26.67,24.44
Martin_County,12085,FL,0.9,10.0,16743523.06,15304398.51,0.0,0.0,9.0,9.0,9.0,7.0,1.0,1.0,16502689.45,15304398.51,0.0,0.0,90.0,98.56,100.0,0.0,0.0,9.0,100.0,100.0,77.78,11.11,11.11
Matagorda_County,48321,TX,0.9,35.0,14413914.7,191403.21,0.0,0.25,33.0,31.0,28.0,30.0,6.0,5.0,14229078.47,61305.58,0.0,0.25,94.29,98.72,32.03,0.0,100.0,33.0,93.94,84.85,90.91,18.18,15.15
Mathews_County,51115,VA,0.9,17.0,33497543.63,0.0,0.41,0.12,17.0,17.0,15.0,16.0,16.0,16.0,33497543.63,0.0,0.41,0.12,100.0,100.0,0.0,100.0,100.0,17.0,100.0,88.24,94.12,94.12,94.12
McIntosh_County,13191,GA,0.9,3.0,1060861.84,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1030662.56,0.0,0.0,0.0,66.67,97.15,0.0,0.0,0.0,2.0,100.0,100.0,100.0,100.0,100.0
Miami-Dade_County,12086,FL,0.9,30.0,820930230.86,1084254104.88,0.0,0.0,25.0,25.0,21.0,18.0,2.0,2.0,820895810.9,1084254104.88,0.0,0.0,83.33,100.0,100.0,0.0,0.0,25.0,100.0,84.0,72.0,8.0,8.0
Middlesex_County,9007,CT,0.9,20.0,50105307.0,1819121.15,0.5,2.0,18.0,17.0,17.0,17.0,3.0,3.0,49814785.22,1819121.15,0.5,2.0,90.0,99.42,100.0,100.0,100.0,18.0,94.44,94.44,94.44,16.67,16.67
Middlesex_County,25017,MA,0.9,68.0,94206660.78,347363.84,0.07,1.0,48.0,48.0,46.0,40.0,5.0,5.0,80609596.01,347363.84,0.07,1.0,70.59,85.57,100.0,100.0,100.0,48.0,100.0,95.83,83.33,10.42,10.42
Middlesex_County,34023,NJ,0.9,21.0,689891120.03,20.78,73.0,1.0,18.0,16.0,15.0,15.0,5.0,5.0,676212176.68,20.78,73.0,1.0,85.71,98.02,100.0,100.0,100.0,18.0,88.89,83.33,83.33,27.78,27.78
Middlesex_County,51119,VA,0.9,13.0,18784053.8,0.0,0.41,0.12,13.0,13.0,12.0,12.0,9.0,9.0,18784053.8,0.0,0.41,0.12,100.0,100.0,0.0,100.0,100.0,13.0,100.0,92.31,92.31,69.23,69.23
Mobile_County,1097,AL,0.9,59.0,137896325.41,5675480.01,6.89,3.0,54.0,51.0,48.0,47.0,17.0,14.0,137790127.97,5675480.01,6.89,3.0,91.53,99.92,100.0,100.0,100.0,54.0,94.44,88.89,87.04,31.48,25.93
Monmouth_County,34025,NJ,0.9,28.0,11355666656.05,10.39,2.0,0.0,28.0,23.0,21.0,19.0,15.0,15.0,11355666656.05,10.39,2.0,0.0,100.0,100.0,100.0,100.0,0.0,28.0,82.14,75.0,67.86,53.57,53.57
Monroe_County,12087,FL,0.9,13.0,4373111.36,0.0,1.0,1.0,13.0,13.0,13.0,10.0,7.0,7.0,4373111.36,0.0,1.0,1.0,100.0,100.0,0.0,100.0,100.0,13.0,100.0,100.0,76.92,53.85,53.85
Nassau_County,12089,FL,0.9,13.0,3297275.34,0.0,0.0,0.0,11.0,11.0,11.0,10.0,0.0,0.0,3281068.94,0.0,0.0,0.0,84.62,99.51,0.0,0.0,0.0,11.0,100.0,100.0,90.91,0.0,0.0
Nassau_County,36059,NY,0.9,17.0,50999633.27,5938.73,7.67,0.36,17.0,16.0,16.0,14.0,5.0,6.0,50999633.27,5938.73,7.67,0.36,100.0,100.0,100.0,100.0,100.0,17.0,94.12,94.12,82.35,29.41,35.29
New_Castle_County,10003,DE,0.9,22.0,38807328.0,109.53,9.0,7.0,21.0,20.0,18.0,19.0,2.0,2.0,38806187.36,109.53,9.0,7.0,95.45,100.0,100.0,100.0,100.0,21.0,95.24,85.71,90.48,9.52,9.52
New_Hanover_County,37129,NC,0.9,52.0,8929659.98,201495.08,2.0,0.14,47.0,46.0,45.0,45.0,3.0,2.0,8911757.68,201495.08,0.0,0.14,90.38,99.8,100.0,0.0,100.0,47.0,97.87,95.74,95.74,6.38,4.26
New_Haven_County,9009,CT,0.9,24.0,63182136.63,1819121.15,0.5,2.0,21.0,20.0,20.0,20.0,4.0,4.0,61305328.32,1819121.15,0.5,2.0,87.5,97.03,100.0,100.0,100.0,21.0,95.24,95.24,95.24,19.05,19.05
New_Kent_County,51127,VA,0.9,8.0,2351400.06,0.0,0.41,0.12,8.0,8.0,7.0,7.0,1.0,1.0,2351400.06,0.0,0.41,0.12,100.0,100.0,0.0,100.0,100.0,8.0,100.0,87.5,87.5,12.5,12.5
New_London_County,9011,CT,0.9,23.0,54386056.44,1726763.89,0.0,2.0,23.0,22.0,20.0,22.0,4.0,4.0,54386056.44,1726763.89,0.0,2.0,100.0,100.0,100.0,0.0,100.0,23.0,95.65,86.96,95.65,17.39,17.39
New_York_County,36061,NY,0.9,8.0,24226387.74,5938.73,7.67,3.36,8.0,5.0,7.0,7.0,7.0,7.0,24226387.74,5938.73,7.67,3.36,100.0,100.0,100.0,100.0,100.0,8.0,62.5,87.5,87.5,87.5,87.5
Newport_News_city,51700,VA,0.9,13.0,22905661.39,0.0,0.0,0.0,13.0,12.0,11.0,13.0,4.0,4.0,22905661.39,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,13.0,92.31,84.62,100.0,30.77,30.77
Newport_County,44005,RI,0.9,21.0,8105040.28,0.0,0.0,0.0,19.0,19.0,17.0,18.0,7.0,7.0,8094778.66,0.0,0.0,0.0,90.48,99.87,0.0,0.0,0.0,19.0,100.0,89.47,94.74,36.84,36.84
Norfolk_County,25021,MA,0.9,79.0,68881922.04,347363.84,0.07,0.0,64.0,59.0,51.0,45.0,29.0,29.0,68466520.82,347363.84,0.07,0.0,81.01,99.4,100.0,100.0,0.0,64.0,92.19,79.69,70.31,45.31,45.31
Norfolk_city,51710,VA,0.9,27.0,43693809.05,0.0,0.0,0.0,24.0,21.0,19.0,18.0,11.0,13.0,43663192.42,0.0,0.0,0.0,88.89,99.93,0.0,0.0,0.0,24.0,87.5,79.17,75.0,45.83,54.17
Northampton_County,51131,VA,0.9,20.0,26738901.56,1044977.75,0.0,0.0,17.0,17.0,15.0,14.0,16.0,15.0,26608066.37,1044977.75,0.0,0.0,85.0,99.51,100.0,0.0,0.0,17.0,100.0,88.24,82.35,94.12,88.24
Northumberland_County,51133,VA,0.9,16.0,55746046.0,0.0,0.41,0.12,16.0,15.0,12.0,16.0,7.0,7.0,55746046.0,0.0,0.41,0.12,100.0,100.0,0.0,100.0,100.0,16.0,93.75,75.0,100.0,43.75,43.75
Nueces_County,48355,TX,0.9,54.0,508956488.21,17651443.04,6.0,5.5,49.0,47.0,45.0,43.0,8.0,8.0,508235501.9,17651443.04,6.0,5.5,90.74,99.86,100.0,100.0,100.0,49.0,95.92,91.84,87.76,16.33,16.33
Ocean_County,34029,NJ,0.9,36.0,11507584927.53,1070.88,16.67,4.0,31.0,30.0,24.0,24.0,19.0,20.0,11501710193.14,10.39,16.67,4.0,86.11,99.95,0.97,100.0,100.0,31.0,96.77,77.42,77.42,61.29,64.52
Okaloosa_County,12091,FL,0.9,29.0,11986309.0,745621.86,0.0,1.0,28.0,24.0,23.0,22.0,9.0,8.0,11979949.38,745621.86,0.0,1.0,96.55,99.95,100.0,0.0,100.0,28.0,85.71,82.14,78.57,32.14,28.57
Onslow_County,37133,NC,0.9,14.0,21632763.35,7332355.45,0.0,0.14,13.0,12.0,9.0,13.0,1.0,2.0,21625975.3,7332355.45,0.0,0.14,92.86,99.97,100.0,0.0,100.0,13.0,92.31,69.23,100.0,7.69,15.38
Orleans_Parish,22071,LA,0.9,35.0,23858195787.36,209807.71,3.13,7.41,33.0,30.0,32.0,28.0,15.0,15.0,23858107783.12,209807.71,3.13,7.41,94.29,100.0,100.0,100.0,100.0,33.0,90.91,96.97,84.85,45.45,45.45
Palm_Beach_County,12099,FL,0.9,23.0,140490867.32,126618022.93,5.0,2.0,17.0,14.0,15.0,13.0,2.0,2.0,137122646.92,126618022.93,5.0,2.0,73.91,97.6,100.0,100.0,100.0,17.0,82.35,88.24,76.47,11.76,11.76
Pamlico_County,37137,NC,0.9,10.0,115373107.86,201495.08,0.0,0.14,9.0,8.0,9.0,9.0,1.0,1.0,115366319.81,201495.08,0.0,0.14,90.0,99.99,100.0,0.0,100.0,9.0,88.89,100.0,100.0,11.11,11.11
Pasco_County,12101,FL,0.9,54.0,133908014.06,974721.42,0.0,2.57,46.0,45.0,46.0,44.0,4.0,4.0,133218335.53,974721.42,0.0,2.57,85.19,99.48,100.0,0.0,100.0,46.0,97.83,100.0,95.65,8.7,8.7
Pasquotank_County,37139,NC,0.9,9.0,406608.95,200897.27,0.0,0.14,7.0,6.0,6.0,6.0,3.0,3.0,391076.83,200897.27,0.0,0.14,77.78,96.18,100.0,0.0,100.0,7.0,85.71,85.71,85.71,42.86,42.86
Pender_County,37141,NC,0.9,32.0,8810424.35,312988.31,0.0,1.14,28.0,27.0,28.0,28.0,1.0,1.0,8734171.6,312988.31,0.0,1.14,87.5,99.13,100.0,0.0,100.0,28.0,96.43,100.0,100.0,3.57,3.57
Perquimans_County,37143,NC,0.9,7.0,338052.51,200897.27,0.0,0.14,7.0,6.0,6.0,6.0,3.0,3.0,338052.51,200897.27,0.0,0.14,100.0,100.0,100.0,0.0,100.0,7.0,85.71,85.71,85.71,42.86,42.86
Philadelphia_County,42101,PA,0.9,38.0,54499245.99,62933.97,2.62,5.0,34.0,33.0,34.0,28.0,3.0,3.0,28928264.95,62933.97,1.62,5.0,89.47,53.08,100.0,61.83,100.0,34.0,97.06,100.0,82.35,8.82,8.82
Pinellas_County,12103,FL,0.9,42.0,26785898.68,8396.11,2.0,0.57,35.0,33.0,33.0,30.0,10.0,9.0,26623817.29,8396.11,1.0,0.57,83.33,99.39,100.0,50.0,100.0,35.0,94.29,94.29,85.71,28.57,25.71
Plaquemines_Parish,22075,LA,0.9,23.0,5432090159.83,209807.71,3.13,2.41,23.0,20.0,21.0,21.0,9.0,8.0,5432090159.83,209807.71,3.13,2.41,100.0,100.0,100.0,100.0,100.0,23.0,86.96,91.3,91.3,39.13,34.78
Plymouth_County,25023,MA,0.9,77.0,65360878.78,220625.53,3.07,0.0,69.0,65.0,58.0,54.0,33.0,34.0,65243755.99,220625.53,3.07,0.0,89.61,99.82,100.0,100.0,0.0,69.0,94.2,84.06,78.26,47.83,49.28
Poquoson_city,51735,VA,0.9,21.0,11111026.58,0.0,0.0,0.0,21.0,21.0,20.0,20.0,21.0,21.0,11111026.58,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,21.0,100.0,95.24,95.24,100.0,100.0
Portsmouth_city,51740,VA,0.9,23.0,14791248.63,0.0,0.0,0.0,22.0,20.0,17.0,16.0,21.0,19.0,14786291.58,0.0,0.0,0.0,95.65,99.97,0.0,0.0,0.0,22.0,90.91,77.27,72.73,95.45,86.36
Prince_Georges_County,24033,MD,0.9,26.0,9194028.04,134.28,4.0,0.0,20.0,20.0,20.0,17.0,2.0,2.0,9072329.68,134.28,4.0,0.0,76.92,98.68,100.0,100.0,0.0,20.0,100.0,100.0,85.0,10.0,10.0
Prince_George_County,51149,VA,0.9,7.0,2480302.01,1657091.9,0.0,0.0,7.0,7.0,5.0,7.0,1.0,1.0,2480302.01,1657091.9,0.0,0.0,100.0,100.0,100.0,0.0,0.0,7.0,100.0,71.43,100.0,14.29,14.29
Prince_William_County,51153,VA,0.9,25.0,1979628.29,82585.88,0.0,0.0,22.0,21.0,20.0,20.0,2.0,2.0,755691.77,82585.88,0.0,0.0,88.0,38.17,100.0,0.0,0.0,22.0,95.45,90.91,90.91,9.09,9.09
Providence_County,44007,RI,0.9,49.0,39970010.1,0.0,0.0,0.0,35.0,35.0,35.0,33.0,4.0,4.0,38126168.11,0.0,0.0,0.0,71.43,95.39,0.0,0.0,0.0,35.0,100.0,100.0,94.29,11.43,11.43
Queen_Annes_County,24035,MD,0.9,16.0,61966127.26,134.28,3.11,0.0,15.0,13.0,11.0,14.0,4.0,4.0,61952699.57,0.0,3.11,0.0,93.75,99.98,0.0,100.0,0.0,15.0,86.67,73.33,93.33,26.67,26.67
Queens_County,36081,NY,0.9,13.0,30985999.72,5938.73,28.67,12.36,11.0,10.0,10.0,9.0,3.0,4.0,30985999.72,5938.73,28.67,9.36,84.62,100.0,100.0,100.0,75.73,11.0,90.91,90.91,81.82,27.27,36.36
Refugio_County,48391,TX,0.9,14.0,5738724.07,1594846.73,1.0,0.0,12.0,11.0,7.0,9.0,5.0,4.0,5678511.6,1594846.73,1.0,0.0,85.71,98.95,100.0,100.0,0.0,12.0,91.67,58.33,75.0,41.67,33.33
Richmond_County,36085,NY,0.9,8.0,7631018.82,5938.73,3.53,24.36,7.0,6.0,6.0,6.0,6.0,7.0,7631018.82,5938.73,0.53,24.36,87.5,100.0,100.0,15.01,100.0,7.0,85.71,85.71,85.71,85.71,100.0
Richmond_County,51159,VA,0.9,10.0,4709985.99,311109.82,0.41,0.12,10.0,10.0,8.0,10.0,4.0,4.0,4709985.99,311109.82,0.41,0.12,100.0,100.0,100.0,100.0,100.0,10.0,100.0,80.0,100.0,40.0,40.0
Rockingham_County,33015,NH,0.9,84.0,35458000.34,12673.84,0.0,0.0,78.0,71.0,64.0,61.0,30.0,31.0,35260369.2,12673.84,0.0,0.0,92.86,99.44,100.0,0.0,0.0,78.0,91.03,82.05,78.21,38.46,39.74
Rockland_County,36087,NY,0.9,5.0,13937484.86,5938.73,1.85,1.05,5.0,5.0,5.0,4.0,0.0,0.0,13937484.86,5938.73,1.85,1.05,100.0,100.0,100.0,100.0,100.0,5.0,100.0,100.0,80.0,0.0,0.0
Sagadahoc_County,23023,ME,0.9,37.0,109876078.51,16167.93,0.0,0.0,36.0,35.0,30.0,33.0,14.0,14.0,109802186.38,16167.93,0.0,0.0,97.3,99.93,100.0,0.0,0.0,36.0,97.22,83.33,91.67,38.89,38.89
Salem_County,34033,NJ,0.9,14.0,46179422.22,789604.66,0.0,2.0,11.0,9.0,11.0,11.0,1.0,1.0,45566460.99,20899.55,0.0,2.0,78.57,98.67,2.65,0.0,100.0,11.0,81.82,100.0,100.0,9.09,9.09
San_Patricio_County,48409,TX,0.9,35.0,50628298.66,6562572.52,1.0,2.5,34.0,32.0,31.0,30.0,6.0,6.0,50354605.61,6562572.52,1.0,2.5,97.14,99.46,100.0,100.0,100.0,34.0,94.12,91.18,88.24,17.65,17.65
Santa_Rosa_County,12113,FL,0.9,32.0,27234617.08,728616.97,0.0,0.0,31.0,28.0,28.0,24.0,7.0,6.0,27204417.8,728616.97,0.0,0.0,96.88,99.89,100.0,0.0,0.0,31.0,90.32,90.32,77.42,22.58,19.35
Sarasota_County,12115,FL,0.9,46.0,40424843.56,8396.11,0.0,1.57,45.0,44.0,45.0,42.0,13.0,13.0,40424536.21,8396.11,0.0,1.57,97.83,100.0,100.0,0.0,100.0,45.0,97.78,100.0,93.33,28.89,28.89
Somerset_County,24039,MD,0.9,11.0,10424090.45,0.0,0.0,0.0,11.0,9.0,6.0,9.0,8.0,8.0,10424090.45,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,11.0,81.82,54.55,81.82,72.73,72.73
Somerset_County,34035,NJ,0.9,14.0,922451789.84,10.39,100.0,2.0,12.0,12.0,12.0,12.0,0.0,0.0,922385233.03,10.39,100.0,2.0,85.71,99.99,100.0,100.0,100.0,12.0,100.0,100.0,100.0,0.0,0.0
St__Bernard_Parish,22087,LA,0.9,31.0,8063404880.83,209807.71,3.13,0.41,29.0,26.0,27.0,26.0,10.0,10.0,8063388163.93,209807.71,3.13,0.41,93.55,100.0,100.0,100.0,100.0,29.0,89.66,93.1,89.66,34.48,34.48
St__Johns_County,12109,FL,0.9,21.0,5053835.89,42559955.65,0.0,0.0,20.0,20.0,20.0,20.0,1.0,1.0,5053528.54,42559955.65,0.0,0.0,95.24,99.99,100.0,0.0,0.0,20.0,100.0,100.0,100.0,5.0,5.0
St__Lucie_County,12111,FL,0.9,10.0,123655384.39,24073466.82,0.0,0.0,9.0,9.0,8.0,8.0,1.0,1.0,123633490.43,24073466.82,0.0,0.0,90.0,99.98,100.0,0.0,0.0,9.0,100.0,88.89,88.89,11.11,11.11
St__Marys_County,24037,MD,0.9,15.0,6816743.34,0.0,0.11,0.0,12.0,12.0,9.0,11.0,6.0,5.0,6532511.83,0.0,0.11,0.0,80.0,95.83,0.0,100.0,0.0,12.0,100.0,75.0,91.67,50.0,41.67
St__Mary_Parish,22101,LA,0.9,32.0,130499098.25,685495.08,3.13,0.11,25.0,25.0,22.0,24.0,3.0,3.0,130422034.64,685495.08,3.13,0.11,78.12,99.94,100.0,100.0,100.0,25.0,100.0,88.0,96.0,12.0,12.0
St__Tammany_Parish,22103,LA,0.9,44.0,4209422463.57,209807.71,4.13,1.41,41.0,37.0,39.0,38.0,9.0,9.0,4208811683.91,209807.71,4.13,1.41,93.18,99.99,100.0,100.0,100.0,41.0,90.24,95.12,92.68,21.95,21.95
Stafford_County,51179,VA,0.9,18.0,8649331.59,1849992.47,0.41,1.12,16.0,16.0,13.0,15.0,2.0,2.0,8647665.82,1849992.47,0.41,1.12,88.89,99.98,100.0,100.0,100.0,16.0,100.0,81.25,93.75,12.5,12.5
Strafford_County,33017,NH,0.9,21.0,9889052.29,12673.84,0.0,0.0,20.0,20.0,18.0,20.0,0.0,0.0,9770824.88,12673.84,0.0,0.0,95.24,98.8,100.0,0.0,0.0,20.0,100.0,90.0,100.0,0.0,0.0
Suffolk_County,25025,MA,0.9,52.0,69608269.5,347363.84,0.07,1.0,42.0,37.0,29.0,26.0,26.0,27.0,68836158.42,347363.84,0.07,1.0,80.77,98.89,100.0,100.0,100.0,42.0,88.1,69.05,61.9,61.9,64.29
Suffolk_County,36103,NY,0.9,21.0,136722905.57,5938.73,9.67,1.36,21.0,19.0,20.0,18.0,10.0,11.0,136722905.57,5938.73,9.67,1.36,100.0,100.0,100.0,100.0,100.0,21.0,90.48,95.24,85.71,47.62,52.38
Suffolk_city,51800,VA,0.9,20.0,3538062.77,0.0,0.0,1.0,20.0,17.0,13.0,15.0,9.0,9.0,3538062.77,0.0,0.0,1.0,100.0,100.0,0.0,0.0,100.0,20.0,85.0,65.0,75.0,45.0,45.0
Surry_County,51181,VA,0.9,12.0,3128170.48,964116.37,0.41,0.12,11.0,11.0,9.0,9.0,3.0,3.0,3127179.07,964116.37,0.41,0.12,91.67,99.97,100.0,100.0,100.0,11.0,100.0,81.82,81.82,27.27,27.27
Sussex_County,10005,DE,0.9,31.0,91443004.29,0.0,3.5,0.0,26.0,24.0,22.0,24.0,13.0,13.0,90091440.85,0.0,3.5,0.0,83.87,98.52,0.0,100.0,0.0,26.0,92.31,84.62,92.31,50.0,50.0
Talbot_County,24041,MD,0.9,12.0,11131034.61,0.0,0.11,0.0,11.0,10.0,9.0,11.0,4.0,4.0,11075411.8,0.0,0.11,0.0,91.67,99.5,0.0,100.0,0.0,11.0,90.91,81.82,100.0,36.36,36.36
Taylor_County,12123,FL,0.9,15.0,46675974.06,0.0,0.0,0.0,15.0,14.0,13.0,15.0,9.0,9.0,46675974.06,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,15.0,93.33,86.67,100.0,60.0,60.0
Terrebonne_Parish,22109,LA,0.9,33.0,411923239.2,400082.66,3.13,1.41,31.0,27.0,30.0,28.0,13.0,13.0,411144894.45,400082.66,3.13,0.41,93.94,99.81,100.0,100.0,29.08,31.0,87.1,96.77,90.32,41.94,41.94
Tyrrell_County,37177,NC,0.9,8.0,46210357.03,200897.27,0.0,0.14,8.0,7.0,7.0,7.0,3.0,3.0,46210357.03,200897.27,0.0,0.14,100.0,100.0,100.0,0.0,100.0,8.0,87.5,87.5,87.5,37.5,37.5
Union_County,34039,NJ,0.9,9.0,24502495.03,0.0,0.0,0.23,9.0,7.0,7.0,7.0,3.0,3.0,24502495.03,0.0,0.0,0.23,100.0,100.0,0.0,0.0,100.0,9.0,77.78,77.78,77.78,33.33,33.33
Vermilion_Parish,22113,LA,0.9,28.0,191008143.08,1782347.04,3.13,0.36,26.0,25.0,24.0,25.0,3.0,3.0,190689421.39,1782347.04,3.13,0.36,92.86,99.83,100.0,100.0,100.0,26.0,96.15,92.31,96.15,11.54,11.54
Virginia_Beach_city,51810,VA,0.9,26.0,35450141.36,0.0,0.0,0.0,23.0,20.0,20.0,18.0,12.0,12.0,35338323.76,0.0,0.0,0.0,88.46,99.68,0.0,0.0,0.0,23.0,86.96,86.96,78.26,52.17,52.17
Volusia_County,12127,FL,0.9,14.0,118985559.75,0.0,0.0,0.0,13.0,13.0,12.0,13.0,1.0,1.0,118985252.4,0.0,0.0,0.0,92.86,100.0,0.0,0.0,0.0,13.0,100.0,92.31,100.0,7.69,7.69
Wakulla_County,12129,FL,0.9,25.0,163970928.91,0.0,0.0,0.0,25.0,22.0,23.0,21.0,18.0,16.0,163970928.91,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,25.0,88.0,92.0,84.0,72.0,64.0
Waldo_County,23027,ME,0.9,62.0,112577095.6,16167.93,0.0,0.0,61.0,61.0,59.0,60.0,2.0,3.0,112503203.47,16167.93,0.0,0.0,98.39,99.93,100.0,0.0,0.0,61.0,100.0,96.72,98.36,3.28,4.92
Walton_County,12131,FL,0.9,31.0,87101719.62,728616.97,0.0,1.0,31.0,30.0,29.0,31.0,1.0,1.0,87101719.62,728616.97,0.0,1.0,100.0,100.0,100.0,0.0,100.0,31.0,96.77,93.55,100.0,3.23,3.23
Washington_County,23029,ME,0.9,8.0,17540994.2,15208.58,0.0,0.0,7.0,7.0,6.0,7.0,0.0,0.0,17467102.07,15208.58,0.0,0.0,87.5,99.58,100.0,0.0,0.0,7.0,100.0,85.71,100.0,0.0,0.0
Washington_County,37187,NC,0.9,9.0,2442060.08,1389374.0,0.0,5.14,9.0,8.0,8.0,8.0,1.0,1.0,2442060.08,1389374.0,0.0,5.14,100.0,100.0,100.0,0.0,100.0,9.0,88.89,88.89,88.89,11.11,11.11
Washington_County,44009,RI,0.9,33.0,39862127.68,0.0,0.0,0.0,30.0,30.0,22.0,27.0,12.0,12.0,39823605.08,0.0,0.0,0.0,90.91,99.9,0.0,0.0,0.0,30.0,100.0,73.33,90.0,40.0,40.0
Westchester_County,36119,NY,0.9,11.0,31356723.02,5938.73,10.99,2.36,11.0,9.0,9.0,9.0,3.0,3.0,31356723.02,5938.73,10.99,2.36,100.0,100.0,100.0,100.0,100.0,11.0,81.82,81.82,81.82,27.27,27.27
Westmoreland_County,51193,VA,0.9,9.0,12849279.22,85555.2,0.41,0.12,9.0,9.0,8.0,9.0,6.0,6.0,12849279.22,85555.2,0.41,0.12,100.0,100.0,100.0,100.0,100.0,9.0,100.0,88.89,100.0,66.67,66.67
Wicomico_County,24045,MD,0.9,11.0,4497322.02,0.0,3.5,0.0,11.0,9.0,6.0,8.0,5.0,5.0,4497322.02,0.0,3.5,0.0,100.0,100.0,0.0,100.0,0.0,11.0,81.82,54.55,72.73,45.45,45.45
Willacy_County,48489,TX,0.9,29.0,39024079.5,120743079.86,0.0,0.0,26.0,25.0,25.0,24.0,1.0,1.0,37982541.89,120743079.86,0.0,0.0,89.66,97.33,100.0,0.0,0.0,26.0,96.15,96.15,92.31,3.85,3.85
Williamsburg_city,51830,VA,0.9,12.0,1607823.49,0.0,0.0,0.0,12.0,11.0,11.0,12.0,11.0,11.0,1607823.49,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,12.0,91.67,91.67,100.0,91.67,91.67
Worcester_County,24047,MD,0.9,21.0,17805956.31,0.0,8.61,0.0,19.0,14.0,11.0,15.0,13.0,13.0,17796352.89,0.0,8.61,0.0,90.48,99.95,0.0,100.0,0.0,19.0,73.68,57.89,78.95,68.42,68.42
York_County,23031,ME,0.9,94.0,116151874.8,16167.93,0.0,2.0,89.0,78.0,74.0,67.0,31.0,32.0,116059870.61,16167.93,0.0,2.0,94.68,99.92,100.0,0.0,100.0,89.0,87.64,83.15,75.28,34.83,35.96
York_County,51199,VA,0.9,21.0,24734768.03,0.0,0.41,0.12,21.0,20.0,20.0,21.0,5.0,5.0,24734768.03,0.0,0.41,0.12,100.0,100.0,0.0,100.0,100.0,21.0,95.24,95.24,100.0,23.81,23.81
